file	rule	baseline_errors	baseline_warnings	current_errors	current_warnings	delta_errors	delta_warnings	delta_total
artifacts/mockup-sandbox/src/components/mockups/brand-kit/ColorType.tsx	@typescript-eslint/no-unused-vars	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/mockups/brand-kit/ColorType.tsx	@typescript-eslint/prefer-nullish-coalescing	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/mockups/brand-kit/LogoSystem.tsx	@typescript-eslint/no-explicit-any	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/calendar.tsx	@typescript-eslint/no-unsafe-argument	30	0	0	0	-30	0	-30
artifacts/mockup-sandbox/src/components/ui/calendar.tsx	@typescript-eslint/no-unsafe-assignment	8	0	0	0	-8	0	-8
artifacts/mockup-sandbox/src/components/ui/calendar.tsx	@typescript-eslint/no-unsafe-call	4	0	0	0	-4	0	-4
artifacts/mockup-sandbox/src/components/ui/calendar.tsx	@typescript-eslint/no-unsafe-member-access	36	0	0	0	-36	0	-36
artifacts/mockup-sandbox/src/components/ui/calendar.tsx	@typescript-eslint/no-unsafe-return	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/carousel.tsx	@typescript-eslint/consistent-type-definitions	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/consistent-indexed-object-style	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/consistent-type-definitions	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/no-unnecessary-type-assertion	4	0	0	0	-4	0	-4
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/no-unsafe-argument	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/no-unsafe-assignment	4	0	0	0	-4	0	-4
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/no-unsafe-member-access	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/prefer-nullish-coalescing	15	0	0	0	-15	0	-15
artifacts/mockup-sandbox/src/components/ui/chart.tsx	@typescript-eslint/restrict-template-expressions	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/field.tsx	@typescript-eslint/array-type	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/form.tsx	@typescript-eslint/consistent-type-definitions	2	0	0	0	-2	0	-2
artifacts/mockup-sandbox/src/components/ui/progress.tsx	@typescript-eslint/prefer-nullish-coalescing	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/sidebar.tsx	@typescript-eslint/consistent-type-definitions	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/sonner.tsx	@typescript-eslint/no-unsafe-assignment	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/ui/toggle-group.tsx	@typescript-eslint/prefer-nullish-coalescing	2	0	0	0	-2	0	-2
artifacts/mockup-sandbox/src/hooks/use-toast.ts	@typescript-eslint/array-type	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/hooks/use-toast.ts	@typescript-eslint/no-unused-vars	1	0	0	0	-1	0	-1
awesome-list-site-ds/data.js	parsing-error	1	0	1	0	0	0	0
brand/tokens/tailwind.brand.js	parsing-error	1	0	1	0	0	0	0
client/env.d.ts	parsing-error	1	0	1	0	0	0	0
client/src/App.tsx	@typescript-eslint/consistent-type-definitions	0	0	1	0	1	0	1
client/src/App.tsx	@typescript-eslint/no-misused-promises	4	0	4	0	0	0	0
client/src/App.tsx	@typescript-eslint/no-unsafe-argument	1	0	1	0	0	0	0
client/src/App.tsx	@typescript-eslint/no-unsafe-assignment	3	0	3	0	0	0	0
client/src/App.tsx	@typescript-eslint/no-unsafe-member-access	1	0	1	0	0	0	0
client/src/App.tsx	@typescript-eslint/no-unused-vars	2	0	1	0	-1	0	-1
client/src/App.tsx	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
client/src/App.tsx	@typescript-eslint/prefer-optional-chain	2	0	2	0	0	0	0
client/src/App.tsx	react/no-unescaped-entities	1	0	1	0	0	0	0
client/src/components/admin/AgentCommsGraph.tsx	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
client/src/components/admin/AgentEventLog.tsx	@typescript-eslint/no-base-to-string	1	0	1	0	0	0	0
client/src/components/admin/AgentEventLog.tsx	@typescript-eslint/no-explicit-any	10	0	10	0	0	0	0
client/src/components/admin/AgentEventLog.tsx	@typescript-eslint/no-unsafe-member-access	10	0	10	0	0	0	0
client/src/components/admin/AgentEventLog.tsx	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
client/src/components/admin/AuditTab.tsx	@typescript-eslint/no-explicit-any	1	0	1	0	0	0	0
client/src/components/admin/AuditTab.tsx	@typescript-eslint/no-misused-promises	2	0	2	0	0	0	0
client/src/components/admin/AuditTab.tsx	@typescript-eslint/no-unsafe-assignment	1	0	1	0	0	0	0
client/src/components/admin/AuditTab.tsx	@typescript-eslint/no-unsafe-return	1	0	1	0	0	0	0
client/src/components/admin/AuditTab.tsx	@typescript-eslint/prefer-nullish-coalescing	3	0	3	0	0	0	0
client/src/components/admin/AuditTab.tsx	react/no-unescaped-entities	1	0	1	0	0	0	0
client/src/components/admin/BatchEnrichmentPanel.tsx	@typescript-eslint/no-floating-promises	2	0	2	0	0	0	0
client/src/components/admin/BatchEnrichmentPanel.tsx	@typescript-eslint/no-unsafe-return	3	0	3	0	0	0	0
client/src/components/admin/BatchEnrichmentPanel.tsx	@typescript-eslint/prefer-nullish-coalescing	33	0	33	0	0	0	0
client/src/components/admin/BatchEnrichmentPanel.tsx	react/no-unescaped-entities	4	0	4	0	0	0	0
client/src/components/admin/configs/subcategory-config.ts	@typescript-eslint/no-unused-vars	1	0	1	0	0	0	0
client/src/components/admin/configs/subsubcategory-config.ts	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/array-type	4	0	4	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/consistent-indexed-object-style	1	0	1	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-explicit-any	22	0	22	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-floating-promises	22	0	22	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-misused-promises	5	0	5	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unnecessary-type-assertion	5	0	5	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unsafe-argument	7	0	7	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unsafe-assignment	17	0	17	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unsafe-call	4	0	4	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unsafe-member-access	16	0	16	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unsafe-return	7	0	7	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/no-unused-vars	6	0	6	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/prefer-nullish-coalescing	43	0	43	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	@typescript-eslint/prefer-optional-chain	2	0	2	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	react-hooks/exhaustive-deps	0	2	0	2	0	0	0
client/src/components/admin/GenericCrudManager.tsx	react-hooks/rules-of-hooks	1	0	1	0	0	0	0
client/src/components/admin/GenericCrudManager.tsx	react/no-unescaped-entities	4	0	4	0	0	0	0
client/src/components/admin/GitHubSyncPanel.tsx	@typescript-eslint/no-floating-promises	4	0	4	0	0	0	0
client/src/components/admin/GitHubSyncPanel.tsx	@typescript-eslint/no-unsafe-return	2	0	2	0	0	0	0
client/src/components/admin/GitHubSyncPanel.tsx	@typescript-eslint/prefer-nullish-coalescing	5	0	5	0	0	0	0
client/src/components/admin/GitHubSyncPanel.tsx	react-hooks/exhaustive-deps	0	1	0	1	0	0	0
client/src/components/admin/JourneyStepsManager.tsx	@typescript-eslint/no-floating-promises	4	0	4	0	0	0	0
client/src/components/admin/JourneyStepsManager.tsx	@typescript-eslint/no-unsafe-assignment	4	0	4	0	0	0	0
client/src/components/admin/JourneyStepsManager.tsx	@typescript-eslint/no-unsafe-member-access	3	0	3	0	0	0	0
client/src/components/admin/JourneyStepsManager.tsx	@typescript-eslint/no-unsafe-return	6	0	6	0	0	0	0
client/src/components/admin/JourneyStepsManager.tsx	react/no-unescaped-entities	7	0	7	0	0	0	0
client/src/components/admin/LinkHealthDashboard.tsx	@typescript-eslint/prefer-nullish-coalescing	8	0	8	0	0	0	0
client/src/components/admin/PendingEdits.tsx	@typescript-eslint/no-floating-promises	5	0	5	0	0	0	0
client/src/components/admin/PendingEdits.tsx	@typescript-eslint/no-unnecessary-type-assertion	3	0	3	0	0	0	0
client/src/components/admin/PendingEdits.tsx	@typescript-eslint/no-unsafe-assignment	1	0	1	0	0	0	0
client/src/components/admin/PendingEdits.tsx	@typescript-eslint/no-unsafe-return	2	0	2	0	0	0	0
client/src/components/admin/PendingEdits.tsx	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
client/src/components/admin/PendingEdits.tsx	no-control-regex	1	0	1	0	0	0	0
client/src/components/admin/PendingEdits.tsx	no-misleading-character-class	3	0	3	0	0	0	0
client/src/components/admin/PendingEdits.tsx	react/no-unescaped-entities	2	0	2	0	0	0	0
client/src/components/admin/PendingResources.tsx	@typescript-eslint/no-explicit-any	1	0	1	0	0	0	0
client/src/components/admin/PendingResources.tsx	@typescript-eslint/no-unnecessary-type-assertion	2	0	2	0	0	0	0
client/src/components/admin/PendingResources.tsx	@typescript-eslint/no-unsafe-assignment	3	0	3	0	0	0	0
client/src/components/admin/PendingResources.tsx	@typescript-eslint/no-unsafe-member-access	2	0	2	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/array-type	2	0	2	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-explicit-any	10	0	10	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-floating-promises	9	0	9	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-unnecessary-type-assertion	1	0	1	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-unsafe-argument	2	0	2	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-unsafe-assignment	4	0	4	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-unsafe-call	3	0	3	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-unsafe-member-access	23	0	23	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/no-unsafe-return	10	0	10	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	@typescript-eslint/prefer-nullish-coalescing	35	0	35	0	0	0	0
client/src/components/admin/ResearcherTab.tsx	react-hooks/exhaustive-deps	0	1	0	1	0	0	0
client/src/components/admin/ResearcherTab.tsx	react/no-unescaped-entities	3	0	3	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-explicit-any	3	0	3	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-floating-promises	30	0	30	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-misused-promises	1	0	1	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-unnecessary-type-assertion	1	0	1	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-unsafe-assignment	4	0	4	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-unsafe-member-access	3	0	3	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-unsafe-return	6	0	6	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/no-unused-vars	1	0	1	0	0	0	0
client/src/components/admin/ResourceManager.tsx	@typescript-eslint/prefer-nullish-coalescing	17	0	17	0	0	0	0
client/src/components/admin/ResourceManager.tsx	react/no-unescaped-entities	2	0	2	0	0	0	0
client/src/components/admin/types/validation.ts	@typescript-eslint/array-type	3	0	3	0	0	0	0
client/src/components/admin/types/validation.ts	@typescript-eslint/consistent-indexed-object-style	1	0	1	0	0	0	0
client/src/components/admin/UsersTab.tsx	@typescript-eslint/no-floating-promises	2	0	2	0	0	0	0
